timestamp,value_0
1754179200000,1414.1999999999998
1754179500000,1369.1
1754179800000,1381.5
1754180100000,1387.1
1754180400000,1298.7
1754180700000,1280.1
1754181000000,1214.1
1754181300000,1128.3000000000002
1754181600000,1166.7
1754181900000,1159.6
1754182200000,1198.9
1754182500000,1055.1
1754182800000,1031.9
1754183100000,951.0
1754183400000,985.1999999999999
1754183700000,956.5
1754184000000,988.1
1754184300000,883.0
1754184600000,926.9
1754184900000,876.7
1754185200000,852.6
1754185500000,916.0
1754185800000,965.0999999999999
1754186100000,961.0999999999999
1754186400000,840.0
1754186700000,925.3
1754187000000,897.0
1754187300000,893.9
1754187600000,887.5
1754187900000,879.7
1754188200000,1063.7
1754188500000,1043.5
1754188800000,1124.0
1754189100000,1109.6999999999998
1754189400000,1115.0
1754189700000,1186.5
1754190000000,1140.8
1754190300000,1255.7
1754190600000,1215.6
1754190900000,1325.3
1754191200000,1396.6000000000001
1754191500000,1534.8
1754191800000,1586.3
1754192100000,1474.6999999999998
1754192400000,1679.7
1754192700000,1623.8
1754193000000,1844.2
1754193300000,1813.6000000000001
1754193600000,1902.6000000000001
1754193900000,2056.7000000000003
1754194200000,2200.1
1754194500000,2073.3
1754194800000,2430.0
1754195100000,2479.2999999999997
1754195400000,2658.5
1754195700000,2784.0
1754196000000,2910.1
1754196300000,2862.8999999999996
1754196600000,2968.1000000000004
1754196900000,3036.3
1754197200000,3209.6
1754197500000,3388.6
1754197800000,3537.7999999999997
1754198100000,3743.1
1754198400000,4022.9999999999995
1754198700000,3927.2
1754199000000,4100.900000000001
1754199300000,4332.3
1754199600000,4434.599999999999
1754199900000,4518.099999999999
1754200200000,4678.0
1754200500000,4744.900000000001
1754200800000,5129.400000000001
1754201100000,5267.8
1754201400000,5581.1
1754201700000,5494.7
1754202000000,5795.7
1754202300000,6077.4
1754202600000,6056.4
1754202900000,6334.2
1754203200000,6513.9
1754203500000,6722.6
1754203800000,6675.2
1754204100000,6573.299999999999
1754204400000,6886.8
1754204700000,6853.900000000001
1754205000000,6991.6
1754205300000,6829.7
1754205600000,7078.5
1754205900000,7052.0
1754206200000,7169.2
1754206500000,7513.200000000001
1754206800000,7444.8
1754207100000,7555.2
1754207400000,7598.8
1754207700000,7674.9
1754208000000,7528.900000000001
1754208300000,7601.8
1754208600000,7911.900000000001
1754208900000,8221.5
1754209200000,8079.3
1754209500000,8357.8
1754209800000,8194.699999999999
1754210100000,8472.4
1754210400000,9303.699999999999
1754210700000,9990.6
1754211000000,9933.7
1754211300000,9693.099999999999
