timestamp,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7
1758876000000,29.25,30.857142857142858,33.904761904761905,26.76923076923077,35.36,36.84210526315789,27.862068965517242,21.12
1758876300000,29.379310344827587,31.04,33.21739130434783,27.733333333333334,35.285714285714285,35.42857142857143,27.612903225806452,21.161290322580644
1758876600000,29.6,31.47826086956522,33.26315789473684,26.705882352941178,35.30434782608696,35.42857142857143,27.612903225806452,21.5
1758876900000,29.142857142857142,31.4,33.18518518518518,27.2,35.23076923076923,35.5,28.727272727272727,21.2
1758877200000,29.894736842105264,31.636363636363637,35.68,27.058823529411764,36.0,36.470588235294116,28.444444444444443,21.48148148148148
1758877500000,29.473684210526315,31.238095238095237,34.54545454545455,28.8,35.5,36.95238095238095,28.90909090909091,21.93103448275862
1758877800000,28.88888888888889,30.434782608695652,34.88,30.2,35.047619047619044,35.5,27.724137931034484,21.037037037037038
1758878100000,29.2,30.580645161290324,34.22222222222222,27.448275862068964,34.96774193548387,36.4,28.6,20.8
1758878400000,29.11111111111111,31.09090909090909,34.0,27.384615384615383,35.07692307692308,36.0,28.333333333333332,20.64516129032258
1758878700000,29.904761904761905,31.53846153846154,34.90909090909091,26.838709677419352,35.407407407407405,36.8,28.63157894736842,20.96
1758879000000,29.333333333333332,30.88,35.0,26.838709677419356,34.888888888888886,36.8,27.555555555555557,21.333333333333332
1758879300000,29.454545454545453,31.40740740740741,33.81818181818182,26.476190476190474,34.97142857142857,35.310344827586206,28.727272727272727,20.555555555555557
1758879600000,29.565217391304348,31.0,34.08,26.896551724137932,35.733333333333334,36.95238095238095,28.4,21.62962962962963
1758879900000,29.166666666666668,30.37037037037037,35.03703703703704,26.51851851851852,35.2,37.06666666666667,28.0,21.23076923076923
1758880200000,30.11764705882353,30.857142857142858,34.08,27.034482758620687,35.38461538461539,36.57142857142857,28.285714285714285,19.0
1758880500000,29.875,31.11111111111111,34.434782608695656,27.5,36.705882352941174,37.2,27.741935483870968,20.74074074074074
1758880800000,30.545454545454547,31.310344827586206,35.0,28.363636363636363,36.6,37.4,29.166666666666668,21.939393939393938
1758881100000,30.0,32.0,36.0,29.0,36.76190476190476,37.38461538461539,28.727272727272727,21.043478260869566
1758881400000,30.4,30.8,36.421052631578945,27.862068965517242,36.0,36.0,28.0,22.06896551724138
1758881700000,30.193548387096772,31.846153846153847,36.21052631578947,27.35483870967742,36.666666666666664,36.857142857142854,28.444444444444443,21.935483870967744
1758882000000,30.666666666666668,31.692307692307693,35.047619047619044,26.90909090909091,36.869565217391305,37.27272727272727,28.444444444444443,22.0
1758882300000,30.266666666666666,32.76190476190476,35.285714285714285,27.225806451612904,37.904761904761905,37.2,28.38095238095238,21.857142857142858
1758882600000,30.545454545454547,32.92307692307692,34.3448275862069,27.294117647058822,36.69565217391305,37.53846153846154,28.444444444444446,22.266666666666666
1758882900000,30.533333333333335,32.0,35.68,27.272727272727273,36.19047619047619,37.5,28.0,22.074074074074073
1758883200000,30.08695652173913,32.8421052631579,35.84615384615385,29.857142857142858,37.68421052631579,38.13333333333333,29.75,22.060606060606062
1758883500000,30.470588235294116,32.75,35.166666666666664,31.555555555555554,36.44444444444444,38.08695652173913,29.454545454545453,22.666666666666668
1758883800000,31.0,32.421052631578945,36.64,30.0,37.904761904761905,37.92,28.761904761904763,20.0
1758884100000,30.714285714285715,31.733333333333334,37.55555555555556,30.434782608695652,37.69230769230769,37.833333333333336,29.6,22.705882352941178
1758884400000,31.375,32.4,37.05263157894737,31.17241379310345,37.666666666666664,38.96774193548387,29.93103448275862,23.57142857142857
1758884700000,30.78787878787879,33.625,37.166666666666664,29.391304347826086,38.4,38.73684210526316,29.565217391304348,23.176470588235293
1758885000000,31.066666666666666,33.06666666666666,37.0,29.655172413793103,38.54545454545455,38.434782608695656,30.26086956521739,22.75
1758885300000,32.18181818181818,32.2,37.89473684210526,31.833333333333336,38.37037037037037,38.8,30.4,23.0
1758885600000,32.8,33.333333333333336,38.0,30.909090909090907,38.714285714285715,39.07692307692308,30.26086956521739,23.466666666666665
1758885900000,31.379310344827587,35.1,37.714285714285715,31.2,38.666666666666664,39.64705882352941,30.347826086956523,23.1875
1758886200000,32.38095238095238,34.5,38.51851851851852,29.818181818181817,39.130434782608695,39.5,30.666666666666668,21.677419354838708
1758886500000,32.2,34.588235294117645,37.48148148148148,28.833333333333332,39.04,39.86666666666667,29.77777777777778,21.866666666666667
1758886800000,32.705882352941174,33.714285714285715,37.45454545454545,30.46153846153846,39.5,39.5,30.857142857142858,23.085714285714285
1758887100000,31.57142857142857,35.07692307692308,38.0,32.90909090909091,39.46666666666667,39.407407407407405,30.857142857142858,23.636363636363637
1758887400000,33.12,34.434782608695656,38.0,31.5,39.68,40.96,31.2,23.870967741935484
1758887700000,32.4,35.130434782608695,39.47826086956522,32.54545454545455,40.23529411764706,42.15384615384615,31.36,24.74074074074074
1758888000000,32.57142857142857,35.4,39.7037037037037,31.733333333333334,40.0,41.14285714285714,31.586206896551722,23.741935483870968
1758888300000,32.0,35.09090909090909,38.62068965517241,32.38095238095238,39.833333333333336,41.523809523809526,31.384615384615383,22.625
1758888600000,33.0,34.66666666666667,38.18181818181818,32.54545454545455,39.82608695652174,41.142857142857146,31.636363636363637,21.67741935483871
1758888900000,33.666666666666664,35.4,39.38461538461539,33.0,39.84,40.61538461538461,31.130434782608695,23.515151515151516
1758889200000,33.411764705882355,34.4,40.666666666666664,31.612903225806452,39.55555555555556,41.26315789473684,29.857142857142858,23.857142857142858
1758889500000,33.0,35.77777777777778,38.666666666666664,30.88,41.23076923076923,40.95238095238095,29.57142857142857,23.294117647058822
1758889800000,32.8,35.230769230769226,39.61904761904762,30.0,42.36363636363636,40.705882352941174,32.0,23.612903225806452
1758890100000,32.74074074074074,35.30434782608695,39.30434782608695,33.333333333333336,41.25,40.705882352941174,30.814814814814813,22.91891891891892
1758890400000,33.07692307692307,34.285714285714285,38.92307692307692,30.22222222222222,41.91304347826087,40.25,31.52,22.742857142857144
1758890700000,32.63157894736842,34.6,40.76190476190476,30.064516129032256,42.94736842105263,40.95238095238095,31.23076923076923,24.0
1758891000000,33.333333333333336,34.78260869565217,40.285714285714285,29.379310344827587,42.46153846153846,41.4,31.555555555555557,24.76923076923077
1758891300000,32.888888888888886,35.81818181818182,40.94117647058824,30.133333333333333,42.8,41.473684210526315,31.142857142857142,24.90909090909091
1758891600000,34.206896551724135,35.58620689655172,41.75,31.40740740740741,43.77777777777778,42.333333333333336,32.76190476190476,24.444444444444443
1758891900000,33.28,35.11111111111111,40.666666666666664,29.384615384615387,42.4,41.26315789473684,31.833333333333336,23.857142857142858
1758892200000,33.333333333333336,35.36842105263158,40.0,31.5,43.07692307692308,40.23529411764706,31.384615384615383,24.166666666666664
1758892500000,33.45454545454545,34.53333333333333,39.130434782608695,33.142857142857146,42.92307692307692,40.90909090909091,31.40740740740741,23.428571428571427
1758892800000,33.523809523809526,34.666666666666664,38.72727272727273,31.176470588235293,43.30434782608695,40.470588235294116,31.096774193548388,23.41176470588235
